Date,Open,High,Low,Close,Adj Close,Volume
2015-05-20,213.150,213.780,212.500,212.880,193.772,76857500
2015-05-21,212.710,213.750,212.510,213.500,194.336,64764600
2015-05-22,213.040,213.540,212.910,212.990,193.872,57433500
2015-05-26,212.400,212.910,210.200,210.700,191.787,124308600
2015-05-27,211.250,212.980,210.760,212.700,193.608,93214000
2015-05-28,212.330,212.590,211.630,212.460,193.389,74974600
2015-05-29,212.380,212.430,210.820,211.140,192.188,124919600
2015-06-01,211.940,212.340,210.620,211.570,192.579,93338800
2015-06-02,211.020,212.190,210.270,211.360,192.388,91531000
2015-06-03,212.000,212.670,211.330,211.920,192.898,87820900
2015-06-04,211.070,211.860,209.750,210.130,191.268,151882800
2015-06-05,209.950,210.580,208.980,209.770,190.941,121704700
2015-06-08,209.640,209.820,208.390,208.480,189.767,89063300
2015-06-09,208.450,209.100,207.690,208.450,189.739,105034700
2015-06-10,209.370,211.410,209.300,210.950,192.015,134551300
2015-06-11,211.480,212.090,211.200,211.630,192.634,73876400
2015-06-12,210.640,211.480,209.680,210.010,191.159,135382400
2015-06-15,208.640,209.450,207.790,209.110,190.340,124384200
2015-06-16,208.930,210.350,208.720,210.250,191.378,85308200
2015-06-17,210.590,211.320,209.360,210.590,191.687,126708600
2015-06-18,211.310,213.340,210.630,212.780,193.681,165867900
2015-06-19,211.460,211.550,210.360,210.810,192.821,130478700
2015-06-22,211.910,212.590,211.640,211.890,193.809,70696000
2015-06-23,212.140,212.440,211.570,212.040,193.946,68476800
2015-06-24,211.720,212.170,210.470,210.500,192.537,92307300
2015-06-25,211.100,211.250,209.770,209.860,191.952,97107400
2015-06-26,210.290,210.580,209.160,209.820,191.915,104174800
2015-06-29,208.050,209.830,205.330,205.420,187.891,202621300
2015-06-30,207.260,207.320,205.280,205.850,188.284,182925100
2015-07-01,207.730,208.030,206.560,207.500,189.793,135979900
2015-07-02,208.070,208.270,206.810,207.310,189.619,104373700
2015-07-06,205.770,207.650,205.530,206.720,189.080,117975400
2015-07-07,206.960,208.170,204.110,208.020,190.269,173820200
2015-07-08,206.420,206.760,204.250,204.530,187.077,164020100
2015-07-09,207.040,207.350,204.770,204.900,187.415,144113100
2015-07-10,207.290,207.980,204.950,207.480,189.775,129456900
2015-07-13,208.990,209.900,208.940,209.770,191.870,106069400
2015-07-14,209.720,211.050,209.650,210.680,192.702,81709600
2015-07-15,210.730,211.280,210.040,210.610,192.638,97914100
2015-07-16,211.870,212.300,211.580,212.300,194.184,106683300
2015-07-17,212.290,212.550,211.800,212.480,194.348,89030000
2015-07-20,212.750,213.180,212.210,212.590,194.449,70446800
2015-07-21,212.430,212.740,211.390,211.750,193.681,77965000
2015-07-22,210.930,211.770,210.890,211.370,193.333,88667900
2015-07-23,211.530,211.650,209.750,210.180,192.245,90509100
2015-07-24,210.300,210.370,207.600,208.000,190.251,117755000
2015-07-27,206.940,207.550,206.260,206.790,189.144,132361100
2015-07-28,207.790,209.500,206.800,209.330,191.467,123544800
2015-07-29,209.480,211.040,209.310,210.770,192.784,105791300
2015-07-30,210.160,211.020,209.420,210.820,192.830,91304400
2015-07-31,211.420,211.450,210.160,210.500,192.537,103266900
2015-08-03,210.460,210.530,208.650,209.790,191.888,113965700
2015-08-04,209.700,210.250,208.800,209.380,191.513,81820800
2015-08-05,210.450,211.310,209.730,210.070,192.144,85786800
2015-08-06,210.290,210.420,207.650,208.350,190.571,116030800
2015-08-07,208.160,208.340,206.870,207.950,190.205,117858000
2015-08-10,209.280,210.670,209.280,210.570,192.601,80270700
2015-08-11,208.970,209.470,207.760,208.670,190.863,126081400
2015-08-12,207.110,209.140,205.360,208.920,191.092,172123700
2015-08-13,208.730,209.550,208.010,208.660,190.854,89383300
2015-08-14,208.430,209.510,208.260,209.420,191.549,72786500
2015-08-17,208.710,210.590,208.160,210.590,192.620,79072600
2015-08-18,210.260,210.680,209.700,209.980,192.062,71692700
2015-08-19,209.090,210.010,207.350,208.320,190.543,172946000
2015-08-20,206.510,208.290,203.900,203.970,186.564,194327900
2015-08-21,201.730,203.940,197.520,197.830,180.948,346588500
2015-08-24,187.490,197.480,182.400,189.500,173.329,507244300
2015-08-25,195.430,195.450,186.920,187.270,171.290,369833100
2015-08-26,192.080,194.790,188.370,194.460,177.866,339257000
2015-08-27,197.020,199.420,195.210,199.270,182.266,274143900
2015-08-28,198.500,199.840,197.920,199.280,182.275,160414400
2015-08-31,198.110,199.130,197.010,197.670,180.802,163298800
2015-09-01,193.120,194.770,190.730,191.770,175.406,256000400
2015-09-02,194.620,195.460,192.420,195.410,178.735,160269300
2015-09-03,196.260,198.050,194.960,195.550,178.863,152087800
2015-09-04,192.850,193.860,191.610,192.590,176.156,207081000
2015-09-08,195.940,197.610,195.170,197.430,180.583,116025700
2015-09-09,199.320,199.470,194.350,194.790,178.168,149347700
2015-09-10,194.560,197.220,194.250,195.850,179.137,158611100
2015-09-11,195.380,196.820,194.530,196.740,179.951,119691200
2015-09-14,196.950,197.010,195.430,196.010,179.284,79452000
